mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension,label
12.618241958893929,24.464256412580454,87.38990594014705,952.5063205451187,0.08022615118713754,0.03119002175407963,0.09149763408757668,0.034647197900864395,0.18510423508299734,0.06639121865675904,0.5048588187641105,1.0005122632969843,0.9475711210767458,6.802,0.0076588904871134865,0.05380363229385381,0.03111266505973399,0.0048962132732959214,0.018532612957450238,0.005365156391830738,17.66791920798377,18.10480661494366,110.81238135299088,1248.3271040872887,0.15262574986856461,0.04327,0.20387302055746004,0.15442203793767867,0.4090214905259182,0.1074485189391092,0
17.929651627023468,17.47742479517365,91.03679334560748,560.7314758288692,0.10132461946801022,0.19611354738611422,0.014319589145203333,0.08687667996950939,0.18479638866581086,0.06841017250709854,0.6640038549208073,1.1243730024721605,4.402588970117248,102.52953101986387,0.0036396222931958594,0.046870206728199686,0.038969055740126324,0.020419720186330575,0.007882,0.003623192076272273,14.3185610053549,21.760535826070242,50.41,767.5453055174462,0.12720737121766001,0.08224373643221815,0.0993698797985123,0.1720032765611549,0.28263400180065956,0.10455899900711779,1
14.453970307167562,19.18132356527565,54.40761790944923,143.5,0.09297904957638907,0.06729842442432347,0.14343384098041048,0.09136806733469394,0.1754999794501446,0.06498720236701422,0.14119923080057067,1.3286238580335368,0.757,57.82341718737206,0.009898373627151041,0.00371,0.00818358338693582,0.01458053175232195,0.022095371843436896,0.004243043958786288,10.962832706350763,34.49282403741357,121.02984203030381,1006.2584582299115,0.15104271513826345,0.36375690111093983,0.40932830523322455,0.11177857979650739,0.2727992345465607,0.05504,1
20.245939822099285,13.459235975373549,103.02256694143504,623.4228352857629,0.08454901572582706,0.07621711620554782,0.0,0.07977238620165991,0.17607574900467116,0.06578962710797302,0.7952956278495227,1.3891579699343022,0.757,99.32449585233954,0.006659306637986027,0.025980240772278368,0.011623701654160228,0.011457355747684795,0.015604413551661842,0.001785559925547055,13.059929614695848,32.56704191878436,145.15097762811095,386.4687337910936,0.11508872760831229,0.2878258512233014,0.06704783590834097,0.06668589053499928,0.32733039058969343,0.11921628252111524,1
14.555482500556144,20.274390323832154,98.12835250920843,502.71800147434243,0.10143882534441279,0.1023911355245834,0.13472233378431012,0.05614662285929441,0.2130402416740064,0.06744817996633067,0.49712426563473505,0.95495031118852,6.58430877585172,129.08504967387958,0.01074819673603968,0.04089474490873854,0.002819813163034374,0.012269265853222258,0.042303530314070484,0.002320840544543144,12.110755448510776,27.4047099507973,50.41,1079.5465178459663,0.13543161358169642,0.15370563624204486,0.5717921172950083,0.06397037820720063,0.3035368040694834,0.06598424739287613,0
17.264726878709563,12.123728003495048,136.34066370394427,371.4467008588393,0.10589570559613373,0.19114955314837995,0.1693054353022383,0.0,0.24923582694354252,0.07395106471703239,0.9177877636346857,0.7459729896984987,2.0312822208536123,7.102220180650908,0.008532196804393929,0.038318108028798196,0.022105572449273244,0.019574173139721672,0.027884699526691682,0.004202695881285925,14.875165010752099,12.49,89.22367155234684,1549.3230314174184,0.08409,0.21121681606284723,0.047782136792057436,0.10959901423174104,0.3044307324740085,0.08969035296395797,0
13.354935119595462,19.410199407911175,117.35004482210506,1117.8012456499812,0.09025258172271372,0.18822932242738716,0.09548122624832577,0.08662188245102993,0.19141483648820248,0.05895713075603683,0.5282938865864559,1.3702954109665948,2.785475801027242,66.77897361463882,0.004462969013643527,0.03034232909286912,0.05040623335283022,0.004134274240370605,0.018627209466310878,0.0049572592564838674,25.499685553312634,23.187950931336417,89.90186840755078,1816.7157740503515,0.10746751496351421,0.338710657228852,0.28682262501991096,0.23937474588951987,0.34642756812033354,0.08702859635594162,1
12.72610247066898,20.657395943187833,58.13840146303408,672.3929670412521,0.09624010230468505,0.10958342701395324,0.0,0.10738803722818376,0.14537863676468363,0.07600108002321822,0.2762699057955258,1.2377533586646967,2.1969818155410725,6.802,0.01059938789168603,0.02729732088122898,0.07974743233513676,0.0071481977546848435,0.01440155254924631,0.006620225072099106,9.147078381562933,37.17327117167861,167.39250059829098,185.2,0.16754998318136577,0.37539970671498335,0.2612039538134659,0.14899721695087825,0.360505246956155,0.09117602105435461,1
14.548158699438773,19.55672079924608,71.78064552460528,649.4099848942888,0.09365135825657309,0.11547294605792399,0.0,0.04819101770296457,0.15310671516956892,0.05895948132067622,0.36834282249299555,0.7507886812818185,6.129719131094658,86.73136727431778,0.010635191111460465,0.05147025601584313,0.009637223590519352,0.013923078786423073,0.021658481188094558,0.0041120651183805795,18.468086713061382,22.07654261395849,61.58940013945624,475.1186344547239,0.1188990567288268,0.21188619778181988,0.3317318336772491,0.05936249996657109,0.21897532928361943,0.07693494390746151,0
14.86897923564494,12.461382063055328,88.39719640208504,600.3166486646294,0.09001279911859075,0.12829265229675002,0.16158791366651704,0.0415535106406048,0.19313101648113398,0.057977920301699376,0.34737766323427877,1.487517038391574,0.757,20.154554171980852,0.005450378513157237,0.00371,0.05118971901546694,0.024163214324103403,0.040557937460365526,0.006333886813390652,17.874230071174303,27.75540592798449,103.28860149938896,319.95618881594993,0.09443954234295289,0.3716164805817819,0.3057471274110619,0.04075828929265309,0.2079238644787319,0.08459516623943764,0
